timestamp,model,dataset,run_id,epochs,early_stop,batch_size,lr,wd,function,embedding_dim,latent_dim,num_heads,depth,harmonics,use_cycle,cycle_length,time_max_hours,seed,observation_time,best_epoch,val_mse_best,val_rmse_best,train_loss_last_batch,test_mse_best,test_rmse_best,learn_rate,weight_decay
2025-08-25 00:05:45,IC-FLD,mimic,5653273,5,10,32,0.001,0.0,L,64,64,2,2,2.0,0.0,24.0,48.0,0,24,5,0.009655003472371256,0.09825992811096117,0.006570518016815186,0.01024691023476216,0.101227072637522,,
2025-08-25 02:01:52,IC-FLD,ushcn,1732746,70,20,32,,,L,4,32,2,2,,,,,0,24,40,0.8476056816871487,0.9206550340312862,6.748007297515869,0.5579389815977001,0.7469531388231125,0.001,0.0
2025-08-25 02:18:48,IC-FLD,ushcn,2476877,70,20,32,,,L,4,32,2,4,,,,,0,24,40,0.8476056816871487,0.9206550340312862,6.748007297515869,0.5579389815977001,0.7469531388231125,0.001,0.0
2025-08-25 02:39:19,IC-FLD,ushcn,9942296,70,20,32,,,L,8,32,2,2,,,,,0,24,53,0.6725799424188909,0.8201097197441882,0.442614883184433,0.5607465275209286,0.7488301125895838,0.001,0.0
2025-08-26 21:08:37,IC-FLD-RCF,ushcn,703777,70,20,32,,,S,64,64,2,2,,1.0,24.0,48.0,0,24,27,0.9087598926257192,0.9532889921874265,1.024371981620789,0.5467672879885382,0.7394371494512149,0.001,0.0
2025-08-26 21:24:38,IC-FLD,ushcn,6244886,70,20,32,,,S,64,64,2,2,,,,,0,24,27,0.9087598926257192,0.9532889921874265,1.024371981620789,0.5467672879885382,0.7394371494512149,0.001,0.0
2025-08-26 23:46:11,IC-FLD-RCF,ushcn,1510000,70,20,32,,,S,32,64,4,2,2.0,1.0,24.0,48.0,0,24,15,2.630951870795464,1.622020924894455,2.104655265808105,1.105926419578673,1.05163036737186,0.001,0.0
2025-08-27 02:10:50,IC-FLD,ushcn,7707229,100,30,32,,,S,4,32,2,2,,,,,0,24,79,0.9748103521170877,0.9873248513620467,0.6992638111114502,0.6324341130318172,0.7952572684558232,0.001,0.0
2025-08-27 03:08:54,IC-FLD,physionet,7643543,100,30,32,0.001,0.0,S,64,64,2,2,2.0,False,24.0,48.0,0,24,72,0.007018746701038319,0.08377802039340819,0.005326989572495222,0.007174621217513928,0.08470319484832864,,
